time,weather_code (wmo code),temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),apparent_temperature_mean (°F),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
4/22/07,3,75.8,70.3,72.9,73.9,66.2,69.4,2007-04-22T05:51,2007-04-22T18:47,46541.16,43031.34,0,0,0,0,16.7,29.3,57,19.75,5.6
4/23/07,3,77.3,69.6,73.1,74.7,65,69.2,2007-04-23T05:50,2007-04-23T18:47,46624.29,34106.64,0,0,0,0,16,26.6,70,20.52,5.97
4/24/07,51,79,71.3,74.9,80.2,71.5,75.9,2007-04-24T05:49,2007-04-24T18:48,46706.75,43260.23,0.6,0.6,0,6,12,25.7,98,21.93,4.91
4/25/07,3,80.7,73.5,76.8,81.4,73.3,76.5,2007-04-25T05:48,2007-04-25T18:48,46788.5,43086.17,0,0,0,0,13.4,26.6,124,26.11,6.39
4/26/07,51,81.2,74.1,77.5,83.3,74.6,78.2,2007-04-26T05:48,2007-04-26T18:49,46869.45,41312.46,0.2,0.2,0,1,14.6,23.7,138,20.98,5.48
4/27/07,51,82.3,74.4,77.9,88.8,76.8,81,2007-04-27T05:47,2007-04-27T18:49,46949.52,43077.11,0.1,0.1,0,1,11.5,19.5,161,22.62,5.21
4/28/07,3,84.3,72.9,79,93.3,78.3,83.9,2007-04-28T05:46,2007-04-28T18:50,47028.66,43123.79,0,0,0,0,11.1,17.9,205,22.97,5.2
4/29/07,2,83.4,69.9,77.3,89.7,71,80,2007-04-29T05:45,2007-04-29T18:50,47106.78,43944.56,0,0,0,0,12.8,20.4,146,26.88,5.88
4/30/07,2,82.8,74.4,78.1,86.5,76.3,80.2,2007-04-30T05:44,2007-04-30T18:51,47183.81,43437.02,0,0,0,0,14.2,24.4,86,24.68,5.81
5/1/07,1,82.1,73.2,77.5,84,75.4,79.4,2007-05-01T05:44,2007-05-01T18:51,47259.68,44386.36,0,0,0,0,11.1,20.1,73,26.61,5.93
5/2/07,53,83.5,72.2,78.1,88.9,77,83.4,2007-05-02T05:43,2007-05-02T18:52,47334.51,43296.87,1.4,1.4,0,4,10.8,20.1,137,23.06,4.77
5/3/07,53,83.7,73.8,78.8,91.8,80.7,85.6,2007-05-03T05:42,2007-05-03T18:52,47408.85,42604.54,0.9,0.9,0,2,9.4,17.9,115,23.95,4.77
5/4/07,51,84.6,75.2,79.5,91.6,81.8,85.9,2007-05-04T05:41,2007-05-04T18:53,47482.68,44191.41,0.1,0.1,0,1,11.4,20.1,102,25.17,5.25
5/5/07,51,82.7,75.1,78.7,89.2,80.3,83.8,2007-05-05T05:41,2007-05-05T18:53,47555.94,43296.7,0.5,0.5,0,4,11.1,21.3,79,22.85,4.89
5/6/07,51,85.2,73.2,78.6,93.8,76.1,84.3,2007-05-06T05:40,2007-05-06T18:54,47628.55,40542.66,0.7,0.7,0,2,11.2,24.2,72,23.42,4.99
5/7/07,53,77.4,68.3,73.1,74.2,63.1,70,2007-05-07T05:39,2007-05-07T18:54,47700.46,43847.05,2.4,2.4,0,8,20.4,37.6,16,25.93,6.02
5/8/07,0,83.1,65.3,73.8,82.8,61,70.7,2007-05-08T05:39,2007-05-08T18:55,47771.6,44966.73,0,0,0,0,16.4,26.6,302,28.49,7.22
5/9/07,3,83.5,67.7,76,84.2,68,75.6,2007-05-09T05:38,2007-05-09T18:55,47841.9,44652.07,0,0,0,0,13.5,23.9,248,23.14,6.02
5/10/07,2,86.1,69.9,77.7,87.3,72.5,78.7,2007-05-10T05:37,2007-05-10T18:56,47911.29,43343.14,0,0,0,0,13.2,21.5,247,24.06,6.12
5/11/07,1,85.7,71.1,78.6,89.8,74.2,81,2007-05-11T05:37,2007-05-11T18:57,47979.72,43869.56,0,0,0,0,12.9,24.8,256,23.46,5.82
5/12/07,3,87.2,72.2,79.6,94.7,76,83.1,2007-05-12T05:36,2007-05-12T18:57,48047.09,45223.31,0,0,0,0,12.1,21,248,24.45,5.82
5/13/07,53,86.9,73,78.6,92.1,77,82.6,2007-05-13T05:36,2007-05-13T18:58,48113.35,44686.83,0.7,0.7,0,1,10.5,20.6,274,23.73,5.39
5/14/07,61,81.7,73.8,77.1,85.9,76.2,81.4,2007-05-14T05:35,2007-05-14T18:58,48178.43,39600,8.2,8.2,0,15,15,25.9,61,22.64,4.51
5/15/07,63,80,72.3,75.1,82.3,74.2,76.7,2007-05-15T05:35,2007-05-15T18:59,48242.24,44570.08,9.9,9.9,0,20,17.3,28.9,84,21.56,4.25
5/16/07,61,79.1,73.4,75.9,84.4,75.6,79.7,2007-05-16T05:34,2007-05-16T18:59,48304.71,44574.55,5.9,5.9,0,10,16,23.9,69,19.42,3.88
5/17/07,2,83.9,73.4,77.8,89,79.2,82.6,2007-05-17T05:34,2007-05-17T19:00,48365.78,45398.15,0,0,0,0,11.4,18.6,21,26.47,5.41
5/18/07,53,84,73.4,78.4,92.6,78.8,84.2,2007-05-18T05:33,2007-05-18T19:00,48425.37,45427.24,1,1,0,4,8.8,15.9,214,23.98,5.01
5/19/07,53,81.6,72.2,76.3,90.2,73.5,81.2,2007-05-19T05:33,2007-05-19T19:01,48483.38,44454.31,2.7,2.7,0,9,14.7,21.7,23,23.94,4.81
5/20/07,53,79.2,71.5,74.2,81.9,72.7,76.4,2007-05-20T05:32,2007-05-20T19:01,48539.76,44856.86,6.7,6.7,0,20,16.2,27.1,58,22.72,4.24
5/21/07,51,79.5,71.7,75.5,82.5,73.2,77.6,2007-05-21T05:32,2007-05-21T19:02,48594.43,45512.75,2.2,2.2,0,10,15.3,27.3,67,23.18,4.68
5/22/07,63,79.1,73,74.9,79.8,73.5,76.1,2007-05-22T05:32,2007-05-22T19:02,48647.46,42492.6,13.7,13.7,0,20,18.4,31.3,67,19.79,3.9
5/23/07,53,79.2,73.2,75.8,80.3,71.7,75.3,2007-05-23T05:31,2007-05-23T19:03,48699.29,45569.17,4.1,4.1,0,13,20.5,38.3,73,24.76,5.4
5/24/07,53,78.4,74,75.7,76.9,71.2,73.8,2007-05-24T05:31,2007-05-24T19:03,48749.91,45287.44,1.6,1.6,0,6,21.4,34.9,71,23.44,5.65
5/25/07,51,78.4,71.4,74.6,78,69.9,73.7,2007-05-25T05:31,2007-05-25T19:04,48799.24,45626.07,2.5,2.5,0,14,18.8,32.9,69,21.88,4.82
5/26/07,51,78.3,73.6,76.1,78.6,72.3,75.3,2007-05-26T05:30,2007-05-26T19:04,48847.26,45654.54,1,1,0,6,17,30.4,74,21.35,5.36
5/27/07,53,79.4,74.3,76.2,82.1,74.9,77.5,2007-05-27T05:30,2007-05-27T19:05,48893.91,45682.93,1.8,1.8,0,7,16.7,29.8,76,21.33,4.76
5/28/07,51,79.9,74.6,76.9,83.3,76.5,79.3,2007-05-28T05:30,2007-05-28T19:05,48939.13,45711.18,1.1,1.1,0,7,16.1,27.7,77,22.66,4.84
5/29/07,51,79.7,74.7,77.4,83.1,77.1,79.1,2007-05-29T05:29,2007-05-29T19:06,48982.89,44897.08,0.1,0.1,0,1,16.3,25.7,85,23.58,5.39
5/30/07,51,80,75.1,77.1,84,77.1,79,2007-05-30T05:29,2007-05-30T19:06,49025.12,43337.46,0.9,0.9,0,5,15.8,28.6,84,20.25,4.69
5/31/07,51,78.8,74.9,76.6,80.1,75,77,2007-05-31T05:29,2007-05-31T19:07,49065.78,5756.33,1.4,1.4,0,8,16.6,28.6,92,12.23,3.91
6/1/07,63,77.3,74.4,76,79.1,73.6,76.6,2007-06-01T05:29,2007-06-01T19:07,49104.82,0,25,25,0,18,18.7,32,107,5.33,2.62
6/2/07,63,81.9,75.8,78.3,85.9,76.3,80.4,2007-06-02T05:29,2007-06-02T19:08,49142.18,26331.8,22.3,22.3,0,14,24.3,44.1,190,14.27,3.16
6/3/07,3,85.3,74.6,79.2,94,78.8,84.1,2007-06-03T05:29,2007-06-03T19:08,49177.82,45874.05,0,0,0,0,12.4,19.7,247,26.54,5.71
6/4/07,51,84.5,71.8,78.5,94.2,77.2,85.5,2007-06-04T05:29,2007-06-04T19:09,49211.68,45899.48,0.2,0.2,0,2,9.5,16.6,221,25.83,5.17
6/5/07,63,85.1,76.4,79.7,95.3,82.8,87.8,2007-06-05T05:28,2007-06-05T19:09,49243.71,42180.17,11.4,11.4,0,7,8.5,19.2,200,21.66,4.31
6/6/07,61,81.6,75.1,78.2,92,80.7,86,2007-06-06T05:28,2007-06-06T19:10,49273.87,0,9.5,9.5,0,16,9.3,16.8,188,6.87,1.76
6/7/07,55,81.9,75.1,79,87.9,80.9,84.7,2007-06-07T05:28,2007-06-07T19:10,49302.09,35731.38,2,2,0,4,11,20.4,103,15.94,3.62
6/8/07,65,79.1,73.9,76.5,87.9,78.3,82.5,2007-06-08T05:28,2007-06-08T19:10,49328.34,32400,29.3,29.3,0,19,10.9,22.4,67,17.56,3.56
6/9/07,63,80.7,73.3,77.6,86,77.8,82.7,2007-06-09T05:28,2007-06-09T19:11,49352.56,45669.18,6.8,6.8,0,10,11.8,21.5,64,22.47,4.5
6/10/07,3,83.6,75.3,79.4,94.3,81.6,87.3,2007-06-10T05:28,2007-06-10T19:11,49374.7,46035.71,0,0,0,0,8,14.1,163,25.24,5.07
6/11/07,51,85.7,74.3,80,95.6,81.9,88.4,2007-06-11T05:28,2007-06-11T19:11,49394.8,46055.5,0.2,0.2,0,1,10.2,17.9,162,26.34,5.39
6/12/07,65,86.1,75.8,79.6,98.5,82.6,88.2,2007-06-12T05:28,2007-06-12T19:12,49412.99,36000,26.9,26.9,0,9,8.5,15.4,188,23.49,4.8
6/13/07,61,83.6,74.4,78.4,93.3,81.6,86.7,2007-06-13T05:28,2007-06-13T19:12,49429.3,46094.2,4.7,4.7,0,5,7.9,16.6,21,22.52,4.39
6/14/07,63,82,73.1,77,92.6,80.6,85.4,2007-06-14T05:28,2007-06-14T19:12,49443.72,45838.19,18.1,18.1,0,14,7.5,15.4,133,22.17,4.29
6/15/07,63,82.1,74.7,78.4,90.6,81.5,85.3,2007-06-15T05:29,2007-06-15T19:13,49456.24,45385.07,19,19,0,12,10.6,21.7,178,19.1,3.9
6/16/07,63,82.6,75.4,78.2,91,80.1,84.5,2007-06-16T05:29,2007-06-16T19:13,49466.87,31201.2,31,31,0,23,13.8,21.3,211,14.38,3.07
6/17/07,63,82.7,74.3,78.5,94.3,81.9,87.1,2007-06-17T05:29,2007-06-17T19:13,49475.59,33302.68,8.4,8.4,0,7,8.1,14.3,262,18.41,3.72
6/18/07,61,84.1,75.8,79.5,96,84.2,88.9,2007-06-18T05:29,2007-06-18T19:14,49482.41,35951.3,4.5,4.5,0,8,6.7,15.4,110,20.98,4.17
6/19/07,61,83.2,76.4,79.8,94.4,85.4,88.7,2007-06-19T05:29,2007-06-19T19:14,49487.31,46198.28,3.8,3.8,0,7,8.7,15.9,62,22.67,4.47
6/20/07,3,85.4,76.3,81.1,97.3,85.6,90.1,2007-06-20T05:29,2007-06-20T19:14,49490.31,46213.17,0,0,0,0,7.6,11.6,172,25.77,5.43
6/21/07,63,85.7,77.9,81.3,94.1,86,89.1,2007-06-21T05:30,2007-06-21T19:14,49491.39,46227.2,4.4,4.4,0,4,12.3,23,214,23.21,4.78
6/22/07,2,88.2,77.8,82.5,96.4,84.9,89.7,2007-06-22T05:30,2007-06-22T19:15,49490.57,46240.28,0,0,0,0,9.2,16.3,230,26.61,5.9
6/23/07,61,86.9,76.7,81.2,97.7,83.3,89.6,2007-06-23T05:30,2007-06-23T19:15,49487.85,45547.71,1.7,1.7,0,3,7.9,16.1,233,25.29,5.32
6/24/07,53,86.8,77.7,82.1,99.3,86.4,91.4,2007-06-24T05:30,2007-06-24T19:15,49483.2,46263.34,1.1,1.1,0,2,6.6,15,177,24.36,5.14
6/25/07,53,85.7,78.2,82.2,96.1,86.2,91,2007-06-25T05:31,2007-06-25T19:15,49476.66,45082.02,1.7,1.7,0,4,10.1,17.9,85,24.93,5.16
6/26/07,2,85.5,78.8,81.9,92.7,84.7,87.5,2007-06-26T05:31,2007-06-26T19:15,49468.21,46281.87,0,0,0,0,13.4,21.7,76,25.79,5.83
6/27/07,61,81.8,76.1,79.3,90.5,82.4,85.6,2007-06-27T05:31,2007-06-27T19:16,49457.86,36698.81,6.8,6.8,0,11,13.4,27.1,94,19.03,4.05
6/28/07,55,81.4,75.8,78.9,89.5,81.8,85.1,2007-06-28T05:32,2007-06-28T19:16,49445.62,41063.73,4.8,4.8,0,14,11.8,22.1,101,20.95,4.22
6/29/07,61,82.5,75.4,79.2,93.7,81.8,87,2007-06-29T05:32,2007-06-29T19:16,49431.49,40465.85,11.7,11.7,0,16,10.3,17.9,160,20.48,4.16
6/30/07,51,86.8,78.6,82.3,96.1,85.2,90.2,2007-06-30T05:32,2007-06-30T19:16,49415.47,46303.21,0.2,0.2,0,1,12.7,20.8,210,23.78,5.15
7/1/07,63,86,78.3,81.4,97.4,85.7,90.6,2007-07-01T05:32,2007-07-01T19:16,49397.5,44717.17,8.1,8.1,0,8,9.2,16.6,244,20.7,4.34
7/2/07,63,85.5,75.7,79.9,97.4,81.9,89.2,2007-07-02T05:33,2007-07-02T19:16,49377.43,36824.8,18.3,18.3,0,9,6.5,14.1,301,21.53,4.37
7/3/07,63,85.8,75.6,79.8,98.4,83.5,88.7,2007-07-03T05:33,2007-07-03T19:16,49355.29,41340.5,10.7,10.7,0,7,8.9,14.3,327,23.85,4.85
7/4/07,63,85.2,75.9,79.8,97.5,84.2,89.4,2007-07-04T05:34,2007-07-04T19:16,49331.12,32202.23,20.4,20.4,0,7,7.1,13.2,188,20.04,4.13
7/5/07,63,85.1,78.9,82,95,86.3,90.3,2007-07-05T05:34,2007-07-05T19:16,49305,26073.79,5.5,5.5,0,6,9,21,181,16.63,3.77
7/6/07,51,86.9,78.3,81.6,95.1,86.6,90.6,2007-07-06T05:34,2007-07-06T19:16,49276.94,36000,1.9,1.9,0,7,10.7,17,177,20.28,4.12
7/7/07,51,85.7,78.9,82.1,95.8,88.1,91.9,2007-07-07T05:35,2007-07-07T19:16,49247.02,41156.03,1.3,1.3,0,6,8.5,15,154,21.56,4.35
7/8/07,53,87.8,81.2,83.5,97.4,88.5,92,2007-07-08T05:35,2007-07-08T19:15,49215.27,45688.34,0.6,0.6,0,2,9.6,15.9,173,24.91,5.48
7/9/07,53,87.1,81.2,83.4,96.7,88.7,91.6,2007-07-09T05:36,2007-07-09T19:15,49181.76,46265.3,1.4,1.4,0,5,8.9,18.3,145,24.88,5.42
7/10/07,1,88,82,84.4,98.2,88.1,91.8,2007-07-10T05:36,2007-07-10T19:15,49146.52,46233.04,0,0,0,0,10,19.2,137,25.92,6.03
7/11/07,55,87.1,80.7,83.3,99.3,88.7,92.9,2007-07-11T05:37,2007-07-11T19:15,49109.62,46199.23,2.3,2.3,0,3,6.5,13.6,154,24.4,5.19
7/12/07,53,87.7,79,83.5,97.9,87.8,92.5,2007-07-12T05:37,2007-07-12T19:15,49071.11,46163.89,1.5,1.5,0,4,8.6,16.6,186,25.17,5.36
7/13/07,51,87.6,81.7,84.2,98.8,88.8,92.5,2007-07-13T05:37,2007-07-13T19:15,49031.03,46127.11,0.1,0.1,0,1,7.9,14.5,159,25.95,5.76
7/14/07,61,86.7,79.1,82.6,97.9,87.9,92,2007-07-14T05:38,2007-07-14T19:14,48989.43,44907.77,3.4,3.4,0,6,9.2,17.4,157,24.07,4.94
7/15/07,61,85.5,78.5,81.4,96,85.2,90.6,2007-07-15T05:38,2007-07-15T19:14,48946.37,42726.12,8.2,8.2,0,16,10,18.1,182,21.08,4.34
7/16/07,63,85.1,78.4,82,97.8,86.7,92,2007-07-16T05:39,2007-07-16T19:14,48901.9,39361.4,5,5,0,4,7.9,18.3,129,22.42,4.55
7/17/07,61,87,79.2,82.7,99.1,86.7,91.7,2007-07-17T05:39,2007-07-17T19:14,48856.06,45966.08,3.1,3.1,0,10,10.5,19.5,125,23.95,5.01
7/18/07,51,88.5,80.7,84.1,99.6,88.6,92.7,2007-07-18T05:40,2007-07-18T19:13,48808.91,45922.58,0.4,0.4,0,2,8.7,17.2,124,25.51,5.71
7/19/07,2,88.3,81.5,84.6,98.8,88.6,92.9,2007-07-19T05:40,2007-07-19T19:13,48760.49,45877.88,0,0,0,0,7.8,15.4,111,25.5,5.75
7/20/07,51,88.2,79.5,84.1,98.3,88.5,92.8,2007-07-20T05:41,2007-07-20T19:13,48710.87,45832,0.1,0.1,0,1,6.5,10.5,150,25.23,5.53
7/21/07,63,88.4,77.2,82.1,99.8,86.7,91.4,2007-07-21T05:41,2007-07-21T19:12,48659.9,45458.41,6.7,6.7,0,9,9.4,13.2,251,23.92,5.04
7/22/07,63,84.2,77.2,80,95.9,86.1,88.8,2007-07-22T05:42,2007-07-22T19:12,48607.2,29891.83,15.1,15.1,0,14,7.4,15.4,173,17.05,3.64
7/23/07,63,84.5,76.1,80.3,97.4,84.1,89.3,2007-07-23T05:42,2007-07-23T19:11,48552.79,45245.34,12.3,12.3,0,11,7.1,15.9,157,22.58,4.64
7/24/07,63,86.6,77.6,81.9,101.2,85.8,91.2,2007-07-24T05:43,2007-07-24T19:11,48496.77,39187.52,17.9,17.9,0,7,9.6,21.3,131,22.2,4.82
7/25/07,61,87.4,79.8,83,98.7,88.8,92.5,2007-07-25T05:43,2007-07-25T19:10,48439.21,39160.64,4,4,0,10,7.6,15,136,21.94,4.73
7/26/07,61,86.1,78.9,82.1,98.7,88.1,92.4,2007-07-26T05:44,2007-07-26T19:10,48380.17,41575.36,6.1,6.1,0,8,7.9,17.4,103,23.48,4.75
7/27/07,63,85.6,77.9,81.7,98.4,88.5,91.7,2007-07-27T05:44,2007-07-27T19:09,48319.74,32391.34,5.6,5.6,0,9,8.5,18.1,36,20.2,4.33
7/28/07,53,86.2,76.3,80.3,96.6,84.3,89.5,2007-07-28T05:45,2007-07-28T19:09,48257.99,43630.07,1.6,1.6,0,3,10.8,18.1,234,23.18,4.74
7/29/07,61,84.8,77.5,80.8,97.2,86.1,90.5,2007-07-29T05:45,2007-07-29T19:08,48194.99,38079.87,5.2,5.2,0,14,8.8,18.1,188,22.15,4.4
7/30/07,55,87.5,77.6,81.7,98.4,87.3,91.2,2007-07-30T05:46,2007-07-30T19:08,48130.82,43223.37,4.2,4.2,0,11,7.6,14.3,227,22.24,4.69
7/31/07,55,87.1,78.9,82.5,98.7,87.9,91.3,2007-07-31T05:46,2007-07-31T19:07,48065.54,42288.49,1.5,1.5,0,4,10.5,20.8,248,21.41,4.54
8/1/07,61,86,78.8,81,97.1,87.6,90.2,2007-08-01T05:47,2007-08-01T19:07,47999.21,32393.41,5.7,5.7,0,10,10.3,20.6,232,19.38,3.94
8/2/07,3,88.4,79,83.7,97.7,87.7,91.9,2007-08-02T05:47,2007-08-02T19:06,47931.93,43681.34,0,0,0,0,8.2,14.5,182,25.05,5.55
8/3/07,51,88.7,80.7,84.2,101.1,89.5,93.3,2007-08-03T05:48,2007-08-03T19:05,47863.75,45046.16,0.8,0.8,0,4,10,18.6,150,23.55,5.1
8/4/07,51,88.1,80.3,84.7,100,88.8,95,2007-08-04T05:48,2007-08-04T19:05,47794.73,44981.69,0.1,0.1,0,1,8.2,15.4,135,24.29,5.21
8/5/07,1,90.2,79.3,84.8,104.1,89.2,95.4,2007-08-05T05:49,2007-08-05T19:04,47724.95,44916.43,0,0,0,0,6.9,12.1,189,26.11,5.65
8/6/07,53,90.5,80.6,84.4,102.6,90,94.3,2007-08-06T05:49,2007-08-06T19:03,47654.46,44850.45,1.4,1.4,0,3,8.2,14.1,241,25.06,5.43
8/7/07,1,88.9,78.2,83.7,99.9,88,92.9,2007-08-07T05:50,2007-08-07T19:03,47583.33,44783.77,0,0,0,0,7,13.6,159,25.79,5.6
8/8/07,2,88.2,78.9,83.7,100,88.4,92.9,2007-08-08T05:50,2007-08-08T19:02,47511.63,44716.48,0,0,0,0,6.8,12.8,116,22.99,5.02
8/9/07,3,89.7,80.3,84.5,99.7,89.7,93.3,2007-08-09T05:50,2007-08-09T19:01,47439.41,44648.64,0,0,0,0,9.9,17.2,97,25.32,5.61
8/10/07,51,87.3,81.3,83.8,98.4,90.7,92.9,2007-08-10T05:51,2007-08-10T19:00,47366.54,44579.96,0.8,0.8,0,5,10.3,19,145,21.97,4.71
8/11/07,61,86.6,79.9,82,96.9,88.5,91,2007-08-11T05:51,2007-08-11T19:00,47292.48,42785.52,7.1,7.1,0,7,9.7,21.7,166,20.66,4.28
8/12/07,61,86.9,79.9,82.7,98.4,89.3,92.9,2007-08-12T05:52,2007-08-12T18:59,47217.28,38435.2,1.9,1.9,0,4,9.7,16.6,129,22.19,4.53
8/13/07,61,87.3,79.5,83.2,99.1,88.2,92.8,2007-08-13T05:52,2007-08-13T18:58,47141.01,42226.94,2.1,2.1,0,3,7.5,14.8,191,21.57,4.62
8/14/07,61,85.4,79.5,81.8,97.4,88.4,91.4,2007-08-14T05:53,2007-08-14T18:57,47063.75,26925.23,6.2,6.2,0,9,8.1,13.2,235,14.81,3.21
8/15/07,53,86.6,78.9,81.3,97.1,87.3,90.6,2007-08-15T05:53,2007-08-15T18:56,46985.57,43038.57,1.5,1.5,0,3,7.4,15.7,150,22.15,4.54
8/16/07,51,87.7,79.2,82.7,95,86.2,89.8,2007-08-16T05:54,2007-08-16T18:55,46906.54,44144.94,0.1,0.1,0,1,10.7,21,100,23.88,5.36
8/17/07,1,86.6,78.9,82.8,93.6,84.6,88.8,2007-08-17T05:54,2007-08-17T18:55,46826.72,44069.18,0,0,0,0,7.3,16.6,87,24.78,5.59
8/18/07,53,85.9,78.7,81.8,92.2,84.6,88.6,2007-08-18T05:55,2007-08-18T18:54,46746.19,43666.01,2.2,2.2,0,9,14.6,25.5,83,23.1,5
8/19/07,51,87.9,79.4,83.5,96.7,85.5,89.9,2007-08-19T05:55,2007-08-19T18:53,46665.01,43743.21,1.7,1.7,0,10,18,29.1,84,24.03,5.53
8/20/07,51,87.8,82,84.5,93.7,87.7,89.9,2007-08-20T05:55,2007-08-20T18:52,46583.25,43360.77,0.3,0.3,0,3,18,32.2,87,24.12,5.84
8/21/07,51,87,80.8,83.4,96.2,86.8,90.4,2007-08-21T05:56,2007-08-21T18:51,46500.98,42877.95,1.4,1.4,0,9,14.5,23.5,87,22.33,5
8/22/07,51,87.4,80.3,83.7,94.8,87,90.8,2007-08-22T05:56,2007-08-22T18:50,46418.25,39718.25,0.4,0.4,0,2,11.7,25.7,76,22.28,5.24
8/23/07,61,86,79.1,81.9,99.4,87.5,91.6,2007-08-23T05:57,2007-08-23T18:49,46335.13,42007.35,4.3,4.3,0,10,6.1,16.1,61,22.76,4.69
8/24/07,61,87.8,78.2,82.4,101.1,87,92.9,2007-08-24T05:57,2007-08-24T18:48,46251.68,38396.98,4.3,4.3,0,6,7.9,13.4,174,21.41,4.46
8/25/07,63,84,78.8,81.6,94.7,89,91.1,2007-08-25T05:58,2007-08-25T18:47,46167.97,27289.99,7.6,7.6,0,10,9.1,19.2,118,17.02,3.49
8/26/07,51,87.5,80.3,83.5,97.8,88.3,92.5,2007-08-26T05:58,2007-08-26T18:46,46084.05,42825.94,0.7,0.7,0,5,9.1,17.7,124,22.38,4.9
8/27/07,2,87.5,81.2,83.9,97.1,88.7,91.8,2007-08-27T05:58,2007-08-27T18:45,45999.98,42790.18,0,0,0,0,9.1,19.7,122,23.03,5.2
8/28/07,3,87.1,81.2,83.6,96.3,89.1,91.9,2007-08-28T05:59,2007-08-28T18:44,45915.81,42563.3,0,0,0,0,11.9,22.8,69,22.55,4.94
8/29/07,3,87.4,80.8,83.5,97.6,89.4,92.5,2007-08-29T05:59,2007-08-29T18:43,45831.62,42069.22,0,0,0,0,9.5,18.8,50,22.46,4.81
8/30/07,3,89.2,79.4,83.8,95,86.2,90.3,2007-08-30T06:00,2007-08-30T18:42,45747.23,42407.12,0,0,0,0,11.4,19.5,19,23.63,5.52
8/31/07,3,88.7,77.7,83.1,98.5,85.3,91.4,2007-08-31T06:00,2007-08-31T18:41,45662.11,42201.91,0,0,0,0,6.8,13.2,95,23.48,5.08
9/1/07,61,88.9,78.5,83.2,98.4,87.1,91.7,2007-09-01T06:01,2007-09-01T18:40,45576.28,42007.91,1.8,1.8,0,2,9,17.4,176,23.83,5.13
9/2/07,55,89.3,79.8,83.4,99.7,89.2,92.8,2007-09-02T06:01,2007-09-02T18:39,45489.81,42066.05,3.2,3.2,0,4,8.8,16.3,196,22.72,4.85
9/3/07,53,89.5,78.4,83.1,101,87.2,92.5,2007-09-03T06:01,2007-09-03T18:38,45402.75,39367.18,1.2,1.2,0,4,6.5,12.3,220,21.77,4.7
9/4/07,63,87.2,78.7,82.5,98.9,88.7,92.2,2007-09-04T06:02,2007-09-04T18:37,45315.18,40603.88,6.8,6.8,0,5,5.8,12.1,240,21.1,4.42
9/5/07,51,87.1,78.1,82.4,97.6,88,91.1,2007-09-05T06:02,2007-09-05T18:36,45227.15,41538.29,0.5,0.5,0,3,9.5,17.2,40,22.5,4.86
9/6/07,2,86.4,80.1,82.8,93.6,86,89.2,2007-09-06T06:03,2007-09-06T18:35,45138.71,41757.24,0,0,0,0,12.6,21.9,48,22.84,5.19
9/7/07,53,86.6,78.5,81.2,92.7,83.4,87.5,2007-09-07T06:03,2007-09-07T18:34,45049.95,41659.58,3.4,3.4,0,12,13,23.5,61,20.8,4.55
9/8/07,55,85.8,77.3,81,94.8,82.8,88.5,2007-09-08T06:03,2007-09-08T18:33,44960.89,41637.18,4.4,4.4,0,10,9.7,20.6,122,21.5,4.59
9/9/07,61,83.1,77.3,80,90.7,84.4,87.8,2007-09-09T06:04,2007-09-09T18:32,44871.62,32316.21,5.8,5.8,0,11,10.9,19.2,166,15.39,3.23
9/10/07,51,85.8,77.6,81.7,93.9,83.7,89.2,2007-09-10T06:04,2007-09-10T18:30,44782.18,36607.43,0.9,0.9,0,4,9.8,16.6,110,15.32,3.63
9/11/07,55,87.3,78.9,81.8,96.2,86,90.4,2007-09-11T06:04,2007-09-11T18:29,44692.62,41497.9,4.8,4.8,0,11,9.2,18.8,129,20.51,4.32
9/12/07,53,85.4,78.4,82,95,86.7,90.8,2007-09-12T06:05,2007-09-12T18:28,44603.01,41547.2,1.1,1.1,0,4,8.4,17.4,114,21.84,4.51
9/13/07,61,85.2,77.6,80.8,95.8,86,90.1,2007-09-13T06:05,2007-09-13T18:27,44513.41,41009.83,6,6,0,10,8.7,18.1,106,19.94,3.99
9/14/07,53,86.2,77.6,81.5,96.8,86.7,90.9,2007-09-14T06:06,2007-09-14T18:26,44423.86,41501.61,1.7,1.7,0,7,8.1,16.6,124,21.23,4.31
9/15/07,51,86.1,77.4,82,96.6,86.5,91.2,2007-09-15T06:06,2007-09-15T18:25,44334.42,39431,0.8,0.8,0,4,8.4,16.6,67,20.94,4.31
9/16/07,51,86.3,80.1,83.1,96.3,86.8,91.3,2007-09-16T06:06,2007-09-16T18:24,44245.15,40764.91,0.1,0.1,0,1,11,18.8,75,20.42,4.56
9/17/07,55,86,77.4,81.9,93.2,84.2,89.4,2007-09-17T06:07,2007-09-17T18:23,44156.1,41339.32,3.2,3.2,0,7,10.4,23.3,81,19.24,4.34
9/18/07,63,82.1,76.2,78.9,87.8,82.1,84.8,2007-09-18T06:07,2007-09-18T18:22,44067.32,40601.52,7.3,7.3,0,15,14.3,25.7,26,16.72,3.55
